what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1329008765510
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329008774299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329008776440
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329008790674
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329008796870
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329008798529
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329008802029
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1329008802052
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329008807037
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329008814799
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329008816149
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1329008816170
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329008820876
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329008829693
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1329008832165
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329008835606
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329008835710
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329008843600
